,ID,Education,Marital_Status,Income,NumDealsPurchases,Age,Kids,Days_Enrolled,Total_Spend,CouponsAccepted,Total_Purchases,Recency_
0,5524,Graduation,Single,0.28819509310924285,0.34873830847686393,"(60, 70]",-1.2643075685916398,1.5297928936300083,1.6801762967900862,0.620456284795802,1.3120796930482794,4.142857142857143
1,2174,Graduation,Single,-0.2627150469011971,-0.16869955333751413,"(60, 70]",1.3951390197158926,-1.1911428188072186,-0.962202397164591,-0.5019872854334967,-1.1861975084753817,2.7142857142857144
2,4141,Graduation,Relationship,0.9176265104944115,-0.6861374151518922,"(50, 60]",-1.2643075685916398,-0.2066588064890219,0.28254077376122866,-0.5019872854334967,1.0344933373234282,1.8571428571428572
3,6182,Graduation,Relationship,-1.1828293370424254,-0.16869955333751413,"(30,40]",0.0654157255621263,-1.0625167669465496,-0.9189936889615585,-0.5019872854334967,-0.9086111527505305,1.8571428571428572
4,5324,PhD,Relationship,0.29543530607359914,1.38361403210562,"(40,50]",0.0654157255621263,-0.9536793384490606,-0.3057624071569825,-0.5019872854334967,0.20173427014887443,6.714285714285714
5,7446,Master,Relationship,0.4925559429096223,-0.16869955333751413,"(50, 60]",0.0654157255621263,-0.3006547674641261,0.18282837021576914,-0.5019872854334967,1.0344933373234282,1.1428571428571428
6,965,Graduation,Single,0.17127733149773436,0.8661761702912419,"(50, 60]",0.0654157255621263,1.1834919847743612,-0.026567677229695844,-0.5019872854334967,0.6181138037361513,2.4285714285714284
7,6177,PhD,Relationship,-0.8648204992273436,-0.16869955333751413,"(30,40]",0.0654157255621263,0.3127925567944487,-0.7262163754403368,-0.5019872854334967,-0.6310247970256793,2.2857142857142856
8,4855,PhD,Relationship,-1.0097648916686184,-0.6861374151518922,"(40,50]",0.0654157255621263,0.1693250374113949,-0.9306268027085288,0.620456284795802,-1.0474043306129561,1.3571428571428572
9,5899,PhD,Relationship,-2.163667993981481,-0.6861374151518922,70,1.3951390197158926,-1.2158785980111932,-0.9256411825312558,0.620456284795802,-1.6025770420626586,4.857142857142857
10,1994,Graduation,Relationship,0.035132070577050416,-0.6861374151518922,"(40,50]",0.0654157255621263,-0.6321142087973883,-0.9754973843039856,-0.5019872854334967,-1.3249906863378074,0.7857142857142857
11,387,Basic,Relationship,-2.077159126820269,-0.6861374151518922,"(40,50]",-1.2643075685916398,1.1834919847743612,-0.9056987018221639,-0.5019872854334967,-1.0474043306129561,4.214285714285714
12,2125,Graduation,Single,0.5168456896287531,-0.6861374151518922,"(60, 70]",-1.2643075685916398,-0.6321142087973883,0.8243114996915587,-0.5019872854334967,0.3405274480113001,5.857142857142857
13,8180,Master,Single,0.3449957315909026,0.34873830847686393,70,1.3951390197158926,-0.6321142087973883,-0.49189222710850694,-0.5019872854334967,-0.07585208557597681,3.7857142857142856
14,2569,Graduation,Relationship,-1.618316469085611,-0.6861374151518922,"(30,40]",-1.2643075685916398,1.3516952833613898,-0.9306268027085288,-0.5019872854334967,-1.1861975084753817,2.7142857142857144
15,2114,PhD,Single,1.4401830423154045,-0.6861374151518922,70,-1.2643075685916398,1.1290732705256168,1.17829053227794,2.8653434252543994,1.7284592266355563,1.6428571428571428
16,9736,Graduation,Relationship,-0.4726345118161469,0.34873830847686393,"(40,50]",1.3951390197158926,0.980658595301768,-0.8475331330873125,-0.5019872854334967,-0.9086111527505305,3.642857142857143
17,4939,Graduation,Relationship,-0.6636827119723873,-0.16869955333751413,70,-1.2643075685916398,1.5495815169931881,-0.48025911336153665,-0.5019872854334967,-0.21464526343840243,1.4285714285714286
18,6565,Master,Relationship,1.1690253890374154,-0.16869955333751413,70,0.0654157255621263,0.515625946267042,1.9543854065400998,0.620456284795802,1.5896660487731307,6.5
19,2278,Master,Single,-0.8480979428322497,-0.16869955333751413,"(30,40]",0.0654157255621263,1.232963543182311,-0.7860438175676124,-0.5019872854334967,-0.9086111527505305,6.142857142857143
20,9360,Graduation,Relationship,-0.6973146689681069,-0.6861374151518922,"(40,50]",-1.2643075685916398,1.6633661013314722,-0.48192098675396094,-0.5019872854334967,-0.21464526343840243,2.9285714285714284
21,5376,Graduation,Relationship,-2.313190069458284,6.5579926502494015,"(40,50]",0.0654157255621263,0.9163455693714335,1.867967990134035,-0.5019872854334967,2.144838760222833,3.0
22,1993,PhD,Relationship,0.31010257620784354,0.34873830847686393,70,0.0654157255621263,0.985605751142563,0.6082679586763964,0.620456284795802,0.20173427014887443,4.5
23,4047,PhD,Relationship,0.6238607083470775,0.34873830847686393,"(60, 70]",0.0654157255621263,-0.9141020917227008,-0.1030138532812148,-0.5019872854334967,0.6181138037361513,0.0
24,1409,Graduation,Relationship,-0.5268660424717447,2.418489755734376,70,0.0654157255621263,0.5650975046749915,-0.2692011925236473,-0.5019872854334967,0.06294109228644881,4.928571428571429
25,7892,Graduation,Single,-1.5591802780348043,-0.16869955333751413,"(50, 60]",-1.2643075685916398,0.9361341927346134,-0.8824324743282234,-0.5019872854334967,-0.9086111527505305,6.357142857142857
26,2404,Graduation,Relationship,0.06496297855015411,0.8661761702912419,"(40,50]",1.3951390197158926,0.21879659581934446,-0.5799715169069961,-0.5019872854334967,-0.3534384413008281,0.2857142857142857
27,5255,Graduation,Single,0.035132070577050416,-1.2035752769662702,"(30,40]",0.0654157255621263,0.6937235565356604,0.05154037221424744,-0.5019872854334967,2.0060455823604078,1.3571428571428572
28,9422,Graduation,Relationship,-0.635656081142621,-0.16869955333751413,"(30,40]",0.0654157255621263,0.19900797245616464,-0.7893675643524611,-0.5019872854334967,-0.7698179748881049,1.8571428571428572
29,1966,PhD,Relationship,1.5251037337295965,-0.6861374151518922,"(50, 60]",-1.2643075685916398,-0.666744299682953,1.771579333373424,0.620456284795802,1.7284592266355563,6.857142857142857
30,6864,Master,Single,-1.9146513790590072,-0.16869955333751413,"(30,40]",-1.2643075685916398,-1.5621795068668405,-0.957216776987318,-0.5019872854334967,-0.9086111527505305,2.4285714285714284
31,3033,Master,Relationship,-0.6235112077830556,-0.6861374151518922,"(60, 70]",-1.2643075685916398,0.2979510892720638,-0.4785972399691123,-0.5019872854334967,-0.3534384413008281,4.0
32,5710,Graduation,Relationship,-0.5334523007167398,-0.16869955333751413,"(50, 60]",0.0654157255621263,1.3516952833613898,-0.8076481716691287,0.620456284795802,-0.7698179748881049,2.2142857142857144
33,7373,PhD,Single,-0.25028990723333405,1.901051893919998,70,1.3951390197158926,1.2576993223862856,-0.5051872142479015,0.620456284795802,-0.21464526343840243,0.5714285714285714
34,8755,Master,Relationship,0.7795486426064294,-0.6861374151518922,70,-1.2643075685916398,0.6937235565356604,0.9805275985794453,-0.5019872854334967,0.6181138037361513,0.2857142857142857
35,10738,Master,Single,-0.12047989544013306,-0.6861374151518922,70,1.3951390197158926,-0.24623605321538158,-0.8990512082524666,-0.5019872854334967,-1.0474043306129561,3.9285714285714284
36,4339,PhD,Relationship,0.7186374316030706,1.38361403210562,"(50, 60]",0.0654157255621263,-0.8596833774739564,0.5102174285233612,-0.5019872854334967,1.450872870910705,2.642857142857143
37,10755,Master,Relationship,-1.319599295491685,0.34873830847686393,"(40,50]",0.0654157255621263,-0.2660246765785614,-0.8724612339736774,-0.5019872854334967,-0.9086111527505305,5.428571428571429
38,8595,Graduation,Single,-0.44558881306542236,-0.16869955333751413,"(50, 60]",0.0654157255621263,-1.0674639227873446,-0.895727461467618,-0.5019872854334967,-1.0474043306129561,7.071428571428571
39,2968,PhD,Single,-0.14107946910001132,-0.16869955333751413,70,-1.2643075685916398,0.7877195175107646,0.49193682120669363,1.7428998550251007,1.3120796930482794,3.7857142857142856
40,8601,Graduation,Relationship,1.309905920008374,-0.16869955333751413,"(40,50]",0.0654157255621263,0.3573169593616033,1.3112404036718859,-0.5019872854334967,0.8957001594610026,0.21428571428571427
41,503,Master,Relationship,-1.4671595068104049,-0.16869955333751413,"(30,40]",0.0654157255621263,0.5947804397197612,-0.9189936889615585,-0.5019872854334967,-1.0474043306129561,6.285714285714286
42,8430,Graduation,Relationship,-1.4001291480758804,-0.6861374151518922,"(60, 70]",0.0654157255621263,0.980658595301768,-0.9705117641267126,-0.5019872854334967,-1.3249906863378074,0.2857142857142857
